Date,Rainfall amount (millimetres),Maximum temperature (Degree C)
2015-12-19,0.0,41.2
2015-12-20,0.0,37.8
2015-12-21,6.0,20.2
2015-12-22,0.0,22.8
2015-12-23,0.0,26.0
2015-12-24,0.4,34.6
2015-12-25,0.0,34.1
2015-12-26,30.6,20.0
2015-12-27,5.2,19.4
2015-12-28,0.0,20.8
2015-12-29,0.0,23.9
2015-12-30,0.0,34.7
2015-12-31,0.0,39.7
2016-01-01,0.0,24.2
2016-01-02,0.0,27.6
2016-01-03,0.0,27.1
2016-01-04,0.0,26.0
2016-01-05,0.0,25.7
2016-01-06,0.0,25.7
2016-01-07,0.0,21.3
2016-01-08,0.0,20.6
2016-01-09,0.0,21.4
2016-01-10,0.0,31.5
2016-01-11,0.0,36.4
2016-01-12,0.8,24.8
2016-01-13,0.2,42.2
2016-01-14,0.4,18.1
2016-01-15,1.0,19.2
2016-01-16,0.0,22.3
2016-01-17,0.0,32.7
2016-01-18,0.0,35.3
2016-01-19,0.0,30.9
2016-01-20,1.0,29.1
2016-01-21,0.8,26.7
2016-01-22,1.6,22.8
2016-01-23,7.0,21.9
2016-01-24,5.2,22.2
2016-01-25,0.4,20.9
2016-01-26,0.0,29.4
2016-01-27,0.0,29.5
2016-01-28,3.6,27.5
2016-01-29,14.2,18.3
2016-01-30,1.2,22.4
2016-01-31,10.6,21.8
2016-02-01,0.0,23.6
2016-02-02,0.0,31.5
2016-02-03,0.6,21.0
2016-02-04,2.4,20.9
2016-02-05,0.0,29.4
2016-02-06,0.0,32.6
2016-02-07,0.0,27.7
2016-02-08,0.0,22.9
2016-02-09,0.0,22.7
2016-02-10,0.0,23.3
2016-02-11,0.0,23.8
2016-02-12,0.0,24.9
2016-02-13,0.0,30.3
2016-02-14,0.0,24.5
2016-02-15,0.0,26.1
2016-02-16,3.6,18.4
2016-02-17,0.6,21.1
2016-02-18,1.2,22.6
2016-02-19,0.2,22.0
2016-02-20,0.0,20.8
2016-02-21,0.0,24.7
2016-02-22,0.0,29.5
2016-02-23,0.0,39.4
2016-02-24,0.0,25.6
2016-02-25,0.4,26.4
2016-02-26,0.0,23.5
2016-02-27,0.0,22.2
2016-02-28,0.0,22.7
2016-02-29,0.0,23.7
2016-03-01,0.0,33.7
2016-03-02,0.0,34.7
2016-03-03,0.2,23.9
2016-03-04,0.2,33.0
2016-03-05,1.2,23.7
2016-03-06,0.0,25.2
2016-03-07,3.2,24.9
2016-03-08,0.6,38.9
2016-03-09,0.0,28.5
2016-03-10,0.6,22.1
2016-03-11,8.4,26.1
2016-03-12,0.2,22.3
2016-03-13,0.0,23.2
2016-03-14,0.0,21.3
2016-03-15,0.0,26.8
2016-03-16,0.0,31.4
2016-03-17,0.0,32.5
2016-03-18,13.4,19.5
2016-03-19,5.8,18.8
2016-03-20,0.2,23.3
2016-03-21,0.0,23.5
2016-03-22,0.0,24.3
2016-03-23,0.0,28.8
2016-03-24,0.0,21.2
2016-03-25,0.0,20.4
2016-03-26,0.4,20.2
2016-03-27,1.0,19.9
2016-03-28,0.2,19.2
2016-03-29,0.0,17.9
2016-03-30,0.0,18.7
2016-03-31,0.0,22.7
2016-04-01,0.0,26.5
2016-04-02,0.0,19.5
2016-04-03,0.0,18.8
2016-04-04,0.0,21.2
2016-04-05,0.0,29.0
2016-04-06,12.8,15.6
2016-04-07,6.8,18.4
2016-04-08,0.0,20.0
2016-04-09,0.0,22.3
2016-04-10,0.0,23.5
2016-04-11,0.0,20.1
2016-04-12,0.2,18.7
2016-04-13,0.2,20.0
2016-04-14,0.0,27.0
2016-04-15,0.0,27.0
2016-04-16,0.0,20.3
2016-04-17,0.0,19.8
2016-04-18,0.0,25.0
2016-04-19,0.0,27.4
2016-04-20,0.0,28.0
2016-04-21,0.4,24.2
2016-04-22,21.6,16.7
2016-04-23,0.0,18.6
2016-04-24,0.0,20.0
2016-04-25,0.0,25.0
2016-04-26,0.0,25.6
2016-04-27,0.0,25.4
2016-04-28,0.0,24.9
2016-04-29,0.4,20.6
2016-04-30,6.2,24.1
2016-05-01,9.8,17.0
2016-05-02,0.4,18.4
2016-05-03,0.0,20.1
2016-05-04,0.2,18.2
2016-05-05,0.0,20.5
2016-05-06,0.0,24.7
2016-05-07,0.0,25.7
2016-05-08,5.4,20.4
2016-05-09,0.8,22.2
2016-05-10,12.0,17.2
2016-05-11,0.2,17.4
2016-05-12,0.2,21.4
2016-05-13,0.0,21.6
2016-05-14,0.0,21.7
2016-05-15,0.0,22.0
2016-05-16,0.0,19.6
2016-05-17,0.2,17.1
2016-05-18,0.0,19.3
2016-05-19,0.0,18.4
2016-05-20,1.8,17.4
2016-05-21,0.0,18.5
2016-05-22,0.0,22.2
2016-05-23,2.2,17.2
2016-05-24,1.8,15.8
2016-05-25,0.0,15.6
2016-05-26,12.4,12.5
2016-05-27,4.8,14.4
2016-05-28,0.6,13.2
2016-05-29,4.2,13.9
2016-05-30,0.0,15.4
2016-05-31,0.0,17.4
2016-06-01,0.0,17.0
2016-06-02,0.0,12.8
2016-06-03,0.0,14.1
2016-06-04,6.2,13.4
2016-06-05,3.4,14.1
2016-06-06,1.4,14.5
2016-06-07,0.0,15.3
2016-06-08,1.2,14.7
2016-06-09,1.4,17.5
2016-06-10,0.0,15.8
2016-06-11,3.0,13.5
2016-06-12,0.6,13.8
2016-06-13,0.0,13.4
2016-06-14,0.0,15.6
2016-06-15,0.0,17.9
2016-06-16,0.0,14.3
2016-06-17,4.2,15.1
2016-06-18,8.6,12.7
2016-06-19,0.4,13.5
2016-06-20,3.6,13.2
2016-06-21,3.2,14.7
2016-06-22,0.0,15.4
2016-06-23,0.6,14.8
2016-06-24,13.8,10.7
2016-06-25,2.0,12.7
2016-06-26,0.2,11.1
2016-06-27,0.2,10.6
2016-06-28,0.2,17.0
2016-06-29,0.2,15.8
2016-06-30,0.0,11.7
2016-07-01,6.4,14.1
2016-07-02,0.2,16.5
2016-07-03,0.0,16.7
2016-07-04,0.0,12.7
2016-07-05,0.6,12.8
2016-07-06,22.6,13.0
2016-07-07,3.8,13.7
2016-07-08,0.8,15.3
2016-07-09,0.2,15.2
2016-07-10,0.0,14.2
2016-07-11,3.6,16.0
2016-07-12,0.0,13.7
2016-07-13,0.4,12.0
2016-07-14,1.0,14.0
2016-07-15,0.0,14.1
2016-07-16,0.0,13.7
2016-07-17,0.0,16.1
2016-07-18,0.0,17.7
2016-07-19,0.0,16.0
2016-07-20,1.8,16.1
2016-07-21,1.8,18.1
2016-07-22,7.8,18.3
2016-07-23,2.8,11.6
2016-07-24,0.8,11.4
2016-07-25,0.0,14.3
2016-07-26,4.8,11.0
2016-07-27,0.4,12.9
2016-07-28,0.0,15.2
2016-07-29,0.0,15.3
2016-07-30,2.4,13.8
2016-07-31,2.0,17.0
2016-08-01,2.8,14.4
2016-08-02,14.4,13.4
2016-08-03,2.8,12.8
2016-08-04,0.8,14.6
2016-08-05,0.0,14.6
2016-08-06,0.0,14.4
2016-08-07,0.0,16.6
2016-08-08,0.0,14.2
2016-08-09,0.0,18.9
2016-08-10,0.0,15.3
2016-08-11,8.2,15.7
2016-08-12,0.0,14.1
2016-08-13,1.6,15.1
2016-08-14,0.2,18.7
2016-08-15,0.0,18.1
2016-08-16,0.0,18.2
2016-08-17,0.4,15.6
2016-08-18,0.0,21.6
2016-08-19,0.2,16.4
2016-08-20,9.4,13.6
2016-08-21,1.2,14.8
2016-08-22,5.6,16.0
2016-08-23,11.0,13.4
2016-08-24,0.0,12.7
2016-08-25,1.2,13.0
2016-08-26,0.6,14.4
2016-08-27,0.0,16.3
2016-08-28,0.0,19.0
2016-08-29,0.0,20.4
2016-08-30,0.0,16.8
2016-08-31,0.8,20.2
2016-09-01,0.0,15.5
2016-09-02,0.4,15.0
2016-09-03,0.2,15.7
2016-09-04,0.2,16.9
2016-09-05,0.0,18.4
2016-09-06,0.0,21.5
2016-09-07,0.0,21.0
2016-09-08,0.0,23.3
2016-09-09,0.6,16.7
2016-09-10,9.4,14.3
2016-09-11,1.2,17.0
2016-09-12,1.6,13.6
2016-09-13,9.0,14.6
2016-09-14,20.6,16.1
2016-09-15,2.0,14.6
2016-09-16,13.4,15.7
2016-09-17,0.0,19.8
2016-09-18,0.4,12.5
2016-09-19,0.2,16.3
2016-09-20,0.0,18.8
2016-09-21,1.2,15.2
2016-09-22,1.2,13.4
2016-09-23,0.6,16.5
2016-09-24,0.0,20.1
2016-09-25,5.8,14.7
2016-09-26,0.6,16.9
2016-09-27,12.6,14.8
2016-09-28,2.2,19.3
2016-09-29,1.8,16.7
2016-09-30,2.0,16.4
2016-10-01,1.6,18.6
2016-10-02,0.0,24.0
2016-10-03,9.2,15.9
2016-10-04,2.0,17.1
2016-10-05,2.8,17.1
2016-10-06,0.0,27.2
2016-10-07,0.0,22.5
2016-10-08,0.0,16.9
2016-10-09,0.0,22.0
2016-10-10,0.8,16.8
2016-10-11,1.4,15.1
2016-10-12,0.0,15.4
2016-10-13,4.2,14.6
2016-10-14,0.2,22.7
2016-10-15,0.0,24.8
2016-10-16,0.0,23.1
2016-10-17,9.8,18.9
2016-10-18,1.0,16.6
2016-10-19,2.6,16.5
2016-10-20,0.0,21.8
2016-10-21,0.0,17.6
2016-10-22,16.4,13.2
2016-10-23,8.8,14.1
2016-10-24,0.4,17.1
2016-10-25,0.2,25.7
2016-10-26,0.0,18.5
2016-10-27,0.2,15.4
2016-10-28,0.0,16.6
2016-10-29,0.0,25.6
2016-10-30,0.0,28.0
2016-10-31,1.8,17.5
2016-11-01,0.4,18.4
2016-11-02,0.4,18.5
2016-11-03,0.0,19.1
2016-11-04,0.0,29.2
2016-11-05,0.0,16.8
2016-11-06,0.0,21.4
2016-11-07,0.0,25.9
2016-11-08,0.2,18.2
2016-11-09,0.0,17.4
2016-11-10,0.0,17.5
2016-11-11,0.0,23.8
2016-11-12,2.0,25.5
2016-11-13,2.0,19.0
2016-11-14,8.6,15.9
2016-11-15,0.0,19.2
2016-11-16,0.0,21.6
2016-11-17,0.0,31.4
2016-11-18,0.0,18.9
2016-11-19,0.0,19.4
2016-11-20,0.0,33.3
2016-11-21,0.0,35.0
2016-11-22,8.6,14.9
2016-11-23,5.4,16.8
2016-11-24,2.2,17.0
2016-11-25,0.8,17.9
2016-11-26,0.0,17.4
2016-11-27,0.4,16.3
2016-11-28,0.2,19.6
2016-11-29,0.2,20.0
2016-11-30,0.0,18.9
2016-12-01,0.0,21.9
2016-12-02,0.0,21.6
2016-12-03,0.0,23.9
2016-12-04,0.0,31.7
2016-12-05,2.4,21.5
2016-12-06,0.0,20.8
2016-12-07,0.0,28.3
2016-12-08,2.2,23.2
2016-12-09,6.6,17.3
2016-12-10,0.2,18.8
2016-12-11,1.0,19.3
2016-12-12,0.0,32.8
2016-12-13,0.0,36.3
2016-12-14,0.0,19.3
2016-12-15,0.0,18.6
2016-12-16,0.0,25.5
2016-12-17,0.0,20.9
2016-12-18,0.0,17.5
2016-12-19,0.0,30.2
2016-12-20,3.0,21.5
2016-12-21,0.2,19.9
2016-12-22,0.0,20.0
2016-12-23,0.0,26.3
2016-12-24,0.8,34.9
2016-12-25,0.2,36.3
2016-12-26,0.0,29.3
2016-12-27,1.6,29.8
2016-12-28,1.0,38.2
2016-12-29,0.0,33.5
2016-12-30,20.4,27.8
2016-12-31,0.0,23.8
2017-01-01,0.0,21.1
2017-01-02,0.4,17.8
2017-01-03,0.4,19.5
2017-01-04,0.0,29.3
2017-01-05,0.0,31.7
2017-01-06,0.0,35.2
2017-01-07,0.0,36.7
2017-01-08,0.0,33.1
2017-01-09,0.0,24.4
2017-01-10,0.0,26.2
2017-01-11,0.0,24.3
2017-01-12,0.0,26.5
2017-01-13,1.4,28.8
2017-01-14,2.6,23.5
2017-01-15,0.0,21.5
2017-01-16,0.0,32.7
2017-01-17,0.0,37.8
2017-01-18,0.0,20.8
2017-01-19,0.0,23.4
2017-01-20,22.6,20.8
2017-01-21,0.6,22.6
2017-01-22,0.0,29.6
2017-01-23,0.0,36.7
2017-01-24,0.6,22.0
2017-01-25,0.0,21.1
2017-01-26,0.0,21.2
2017-01-27,0.0,23.6
2017-01-28,0.0,29.2
2017-01-29,0.0,27.0
2017-01-30,0.0,30.0
2017-01-31,3.0,22.1
2017-02-01,0.0,20.6
2017-02-02,0.0,24.1
2017-02-03,0.0,27.6
2017-02-04,0.0,35.9
2017-02-05,0.0,30.7
2017-02-06,32.4,18.0
2017-02-07,0.0,27.6
2017-02-08,0.0,36.0
2017-02-09,0.0,36.0
2017-02-10,0.0,27.1
2017-02-11,0.0,24.6
2017-02-12,2.0,19.9
2017-02-13,0.0,21.0
2017-02-14,0.6,19.5
2017-02-15,0.0,31.5
2017-02-16,0.0,23.6
2017-02-17,0.0,25.5
2017-02-18,0.0,18.9
2017-02-19,0.0,17.3
2017-02-20,3.6,20.3
2017-02-21,0.2,24.0
2017-02-22,0.0,33.3
2017-02-23,0.0,25.0
2017-02-24,1.4,20.0
2017-02-25,0.0,19.4
2017-02-26,0.0,29.8
2017-02-27,0.0,33.1
2017-02-28,0.0,33.6
2017-03-01,0.0,30.5
2017-03-02,0.0,23.3
2017-03-03,0.0,28.6
2017-03-04,0.0,27.4
2017-03-05,0.2,25.4
2017-03-06,0.0,27.4
2017-03-07,0.0,28.2
2017-03-08,0.0,31.5
2017-03-09,0.0,32.3
2017-03-10,0.0,23.8
2017-03-11,0.0,26.4
2017-03-12,0.0,27.1
2017-03-13,0.2,24.3
2017-03-14,0.0,32.7
2017-03-15,0.0,33.2
2017-03-16,1.8,23.0
2017-03-17,0.0,22.1
2017-03-18,0.0,30.8
2017-03-19,0.0,33.5
2017-03-20,0.0,28.0
2017-03-21,4.4,26.1
2017-03-22,9.2,21.8
2017-03-23,0.0,25.1
2017-03-24,0.0,24.7
2017-03-25,0.0,29.7
2017-03-26,0.0,26.7
2017-03-27,0.0,31.9
2017-03-28,4.2,24.3
2017-03-29,0.2,27.2
2017-03-30,3.4,17.9
2017-03-31,2.8,17.9
2017-04-01,0.0,19.0
2017-04-02,0.4,18.2
2017-04-03,0.0,21.5
2017-04-04,0.0,24.4
2017-04-05,0.0,25.4
2017-04-06,0.0,26.6
2017-04-07,0.0,26.2
2017-04-08,0.0,28.1
2017-04-09,10.6,15.2
2017-04-10,25.4,17.0
2017-04-11,15.4,18.5
2017-04-12,0.0,19.3
2017-04-13,0.0,22.2
2017-04-14,0.0,17.9
2017-04-15,0.0,17.3
2017-04-16,0.0,22.6
2017-04-17,0.0,18.3
2017-04-18,0.0,20.4
2017-04-19,0.0,26.9
2017-04-20,0.0,26.5
2017-04-21,9.4,20.9
2017-04-22,4.6,22.5
2017-04-23,0.0,21.8
2017-04-24,0.0,24.7
2017-04-25,21.6,17.7
2017-04-26,20.0,14.5
2017-04-27,15.4,15.6
2017-04-28,0.4,19.8
2017-04-29,0.2,18.1
2017-04-30,0.0,17.8
2017-05-01,0.0,20.4
2017-05-02,2.4,15.2
2017-05-03,0.8,15.3
2017-05-04,0.0,16.9
2017-05-05,0.0,20.5
2017-05-06,0.2,20.0
2017-05-07,1.4,14.8
2017-05-08,1.8,15.8
2017-05-09,1.6,15.9
2017-05-10,0.0,17.7
2017-05-11,0.0,16.5
2017-05-12,0.0,19.5
2017-05-13,0.2,15.6
2017-05-14,0.0,15.1
2017-05-15,0.0,16.9
2017-05-16,0.0,18.2
2017-05-17,0.0,17.0
2017-05-18,0.8,20.2
2017-05-19,0.0,17.8
2017-05-20,0.0,19.3
2017-05-21,0.0,18.7
2017-05-22,0.0,20.3
2017-05-23,0.0,19.3
2017-05-24,0.0,17.1
2017-05-25,0.0,18.5
2017-05-26,0.0,18.0
2017-05-27,0.0,17.8
2017-05-28,6.8,15.3
2017-05-29,1.4,14.8
2017-05-30,2.2,13.1
2017-05-31,5.4,13.0
2017-06-01,0.4,13.9
2017-06-02,0.0,14.7
2017-06-03,0.0,14.3
2017-06-04,0.0,15.8
2017-06-05,0.0,17.5
2017-06-06,6.4,13.9
2017-06-07,0.0,14.3
2017-06-08,0.0,15.0
2017-06-09,1.8,15.0
2017-06-10,0.0,15.8
2017-06-11,0.2,15.5
2017-06-12,0.0,15.9
2017-06-13,0.0,15.1
2017-06-14,0.0,17.4
2017-06-15,0.0,19.0
2017-06-16,0.0,17.1
2017-06-17,0.0,15.5
2017-06-18,0.0,16.3
2017-06-19,0.0,16.1
2017-06-20,0.0,15.8
2017-06-21,0.6,13.5
2017-06-22,0.2,14.1
2017-06-23,0.0,14.9
2017-06-24,1.4,12.3
2017-06-25,0.0,14.3
2017-06-26,1.4,12.6
2017-06-27,0.0,12.1
2017-06-28,0.0,14.1
2017-06-29,0.0,13.7
2017-06-30,4.4,12.3
2017-07-01,0.0,12.7
2017-07-02,0.0,14.3
2017-07-03,0.0,13.9
2017-07-04,3.0,16.2
2017-07-05,0.0,15.8
2017-07-06,0.0,15.0
2017-07-07,0.0,14.2
2017-07-08,0.0,13.5
2017-07-09,0.8,14.6
2017-07-10,0.0,16.0
2017-07-11,0.4,14.3
2017-07-12,0.0,15.1
2017-07-13,0.0,13.3
2017-07-14,2.0,15.9
2017-07-15,0.0,12.0
2017-07-16,0.0,12.5
2017-07-17,0.0,15.3
2017-07-18,0.2,14.5
2017-07-19,5.0,13.2
2017-07-20,0.6,10.7
2017-07-21,4.2,13.8
2017-07-22,0.0,12.4
2017-07-23,0.0,14.1
2017-07-24,7.0,16.1
2017-07-25,0.0,17.2
2017-07-26,2.4,15.0
2017-07-27,2.0,14.2
2017-07-28,2.8,14.3
2017-07-29,0.0,17.9
2017-07-30,0.0,18.1
2017-07-31,0.0,14.8
2017-08-01,0.0,15.5
2017-08-02,0.0,12.9
2017-08-03,0.0,9.0
2017-08-04,6.6,12.1
2017-08-05,0.0,14.2
2017-08-06,0.0,13.0
2017-08-07,4.2,12.3
2017-08-08,2.2,15.0
2017-08-09,0.0,16.8
2017-08-10,0.0,18.8
2017-08-11,0.0,16.4
2017-08-12,2.8,17.9
2017-08-13,2.0,18.7
2017-08-14,0.0,20.1
2017-08-15,0.2,17.5
2017-08-16,0.8,18.1
2017-08-17,1.8,15.6
2017-08-18,2.8,12.2
2017-08-19,7.2,11.8
2017-08-20,2.0,13.3
2017-08-21,0.6,12.7
2017-08-22,1.6,16.8
2017-08-23,0.0,18.1
2017-08-24,9.2,13.3
2017-08-25,0.6,15.0
2017-08-26,0.0,15.3
2017-08-27,7.8,10.7
2017-08-28,0.6,11.8
2017-08-29,0.0,12.9
2017-08-30,0.6,13.8
2017-08-31,0.2,16.7
2017-09-01,0.0,17.0
2017-09-02,0.0,18.4
2017-09-03,0.0,17.2
2017-09-04,0.4,13.7
2017-09-05,0.2,13.3
2017-09-06,4.8,15.1
2017-09-07,0.8,15.2
2017-09-08,3.2,13.5
2017-09-09,1.2,14.9
2017-09-10,0.2,16.1
2017-09-11,0.0,18.1
2017-09-12,0.2,19.9
2017-09-13,2.0,16.4
2017-09-14,1.4,15.3
2017-09-15,0.0,16.7
2017-09-16,21.4,13.3
2017-09-17,0.2,18.1
2017-09-18,0.0,22.0
2017-09-19,0.2,13.9
2017-09-20,0.0,19.2
2017-09-21,0.0,23.6
2017-09-22,0.0,25.6
2017-09-23,0.0,30.6
2017-09-24,0.4,19.9
2017-09-25,1.6,14.2
2017-09-26,0.4,15.1
2017-09-27,0.0,24.6
2017-09-28,0.0,18.5
2017-09-29,0.0,18.4
2017-09-30,1.0,15.4
2017-10-01,0.0,17.2
2017-10-02,0.0,16.4
2017-10-03,0.0,22.3
2017-10-04,0.0,20.8
2017-10-05,0.0,19.4
2017-10-06,2.4,15.0
2017-10-07,0.2,23.7
2017-10-08,0.0,25.3
2017-10-09,2.4,18.7
2017-10-10,0.2,18.8
2017-10-11,0.0,25.6
2017-10-12,10.0,19.2
2017-10-13,0.0,16.7
2017-10-14,0.0,16.1
2017-10-15,0.0,17.6
2017-10-16,0.0,28.6
2017-10-17,0.0,30.2
2017-10-18,0.0,30.9
2017-10-19,0.0,25.6
2017-10-20,2.6,16.2
2017-10-21,0.0,15.4
2017-10-22,0.0,16.0
2017-10-23,0.0,19.0
2017-10-24,0.2,20.5
2017-10-25,11.4,18.5
2017-10-26,0.2,16.8
2017-10-27,0.0,27.4
2017-10-28,0.4,21.4
2017-10-29,0.0,28.6
2017-10-30,4.4,17.0
2017-10-31,6.0,16.4
2017-11-01,0.4,18.0
2017-11-02,1.4,17.4
2017-11-03,1.4,16.6
2017-11-04,0.4,15.8
2017-11-05,0.0,17.6
2017-11-06,0.0,16.1
2017-11-07,3.4,15.8
2017-11-08,0.0,16.9
2017-11-09,0.0,21.8
2017-11-10,0.0,27.2
2017-11-11,0.0,24.7
2017-11-12,0.0,23.3
2017-11-13,0.0,33.0
2017-11-14,0.0,33.9
2017-11-15,0.0,31.4
2017-11-16,3.6,21.3
2017-11-17,4.2,26.8
2017-11-18,0.0,28.1
2017-11-19,24.8,29.3
2017-11-20,0.0,30.8
2017-11-21,0.0,32.9
2017-11-22,0.0,32.6
2017-11-23,0.0,31.9
2017-11-24,1.0,30.7
2017-11-25,0.4,32.5
2017-11-26,3.4,28.3
2017-11-27,1.4,21.2
2017-11-28,0.2,31.0
2017-11-29,0.0,35.8
2017-11-30,0.0,34.9
2017-12-01,1.8,23.5
2017-12-02,20.6,16.4
2017-12-03,43.8,17.1
2017-12-04,5.4,17.5
2017-12-05,1.8,22.8
2017-12-06,0.0,21.3
2017-12-07,0.0,21.9
2017-12-08,25.2,18.7
2017-12-09,0.0,23.0
2017-12-10,0.0,22.2
2017-12-11,0.0,20.7
2017-12-12,0.0,26.4
2017-12-13,0.0,37.6
2017-12-14,0.0,23.1
2017-12-15,0.0,26.4
2017-12-16,0.0,24.6
2017-12-17,0.0,24.5
2017-12-18,0.0,33.0
2017-12-19,0.0,37.4
2017-12-20,20.6,24.5
2017-12-21,0.0,23.7
2017-12-22,0.0,27.7
2017-12-23,0.0,30.2
2017-12-24,0.4,19.4
2017-12-25,0.0,21.4
2017-12-26,0.0,30.5
2017-12-27,0.0,34.5
2017-12-28,0.0,32.8
2017-12-29,0.2,24.4
2017-12-30,8.4,21.3
2017-12-31,0.2,25.7
2018-01-01,0.0,25.3
2018-01-02,0.0,21.8
2018-01-03,0.0,21.0
2018-01-04,0.2,23.6
2018-01-05,0.0,30.7
2018-01-06,0.0,41.7
2018-01-07,0.0,21.8
2018-01-08,0.0,21.9
2018-01-09,0.0,22.5
2018-01-10,0.0,25.6
2018-01-11,0.0,34.5
2018-01-12,1.0,30.0
2018-01-13,7.0,20.9
2018-01-14,15.0,19.5
2018-01-15,0.0,20.9
2018-01-16,0.0,26.9
2018-01-17,0.0,30.3
2018-01-18,0.0,40.0
2018-01-19,0.0,40.3
2018-01-20,0.0,24.6
2018-01-21,0.0,28.2
2018-01-22,0.0,23.9
2018-01-23,0.0,23.6
2018-01-24,0.0,23.3
2018-01-25,0.0,26.6
2018-01-26,0.0,28.4
2018-01-27,3.4,33.2
2018-01-28,0.0,38.1
2018-01-29,0.0,33.5
2018-01-30,38.8,21.0
2018-01-31,0.0,19.1
2018-02-01,0.2,22.5
2018-02-02,0.0,22.1
2018-02-03,0.0,28.1
2018-02-04,0.0,25.7
2018-02-05,0.0,25.7
2018-02-06,0.0,29.9
2018-02-07,0.0,37.4
2018-02-08,0.0,27.5
2018-02-09,0.0,24.9
2018-02-10,0.0,30.3
2018-02-11,0.0,21.2
2018-02-12,0.0,23.6
2018-02-13,0.0,29.0
2018-02-14,0.0,23.3
2018-02-15,0.0,24.2
2018-02-16,0.0,22.2
2018-02-17,0.0,25.3
2018-02-18,0.0,24.0
2018-02-19,0.8,25.4
2018-02-20,0.0,29.5
2018-02-21,0.0,29.3
2018-02-22,0.0,31.0
2018-02-23,0.2,33.5
2018-02-24,0.4,31.6
2018-02-25,0.0,19.8
2018-02-26,0.0,26.5
2018-02-27,0.0,31.3
2018-02-28,0.0,30.9
2018-03-01,0.8,20.5
2018-03-02,0.4,22.8
2018-03-03,0.0,32.7
2018-03-04,0.0,21.0
2018-03-05,0.0,21.1
2018-03-06,0.0,27.6
2018-03-07,0.0,28.5
2018-03-08,0.0,30.5
2018-03-09,0.0,28.8
2018-03-10,0.0,35.1
2018-03-11,0.0,22.8
2018-03-12,0.0,20.9
2018-03-13,2.2,20.5
2018-03-14,0.0,21.3
2018-03-15,0.0,20.8
2018-03-16,0.0,24.4
2018-03-17,0.0,32.0
2018-03-18,0.0,23.1
2018-03-19,0.0,28.0
2018-03-20,0.2,19.2
2018-03-21,0.0,25.1
2018-03-22,0.0,28.1
2018-03-23,0.0,29.4
2018-03-24,0.0,24.2
2018-03-25,13.0,25.4
2018-03-26,5.2,18.5
2018-03-27,1.2,22.6
2018-03-28,0.0,30.3
2018-03-29,0.0,21.8
2018-03-30,0.0,23.3
2018-03-31,0.0,22.4
2018-04-01,0.0,27.7
2018-04-02,0.0,20.9
2018-04-03,0.0,19.8
2018-04-04,0.0,20.6
2018-04-05,0.0,18.7
2018-04-06,0.0,21.2
2018-04-07,0.0,21.6
2018-04-08,0.0,29.9
2018-04-09,0.0,25.7
2018-04-10,0.0,28.8
2018-04-11,0.0,27.3
2018-04-12,0.0,26.5
2018-04-13,0.0,25.9
2018-04-14,0.0,16.1
2018-04-15,12.2,19.1
2018-04-16,3.0,21.0
2018-04-17,0.6,16.6
2018-04-18,0.0,19.4
2018-04-19,0.0,22.3
2018-04-20,0.0,20.2
2018-04-21,0.0,22.8
2018-04-22,0.0,20.4
2018-04-23,0.0,26.9
2018-04-24,0.0,24.6
2018-04-25,0.6,20.1
2018-04-26,0.0,17.5
2018-04-27,0.0,17.8
2018-04-28,0.0,18.3
2018-04-29,0.0,18.0
2018-04-30,0.0,19.6
2018-05-01,0.0,23.4
2018-05-02,0.0,23.2
2018-05-03,0.0,24.4
2018-05-04,6.2,17.2
2018-05-05,2.6,21.6
2018-05-06,0.0,21.7
2018-05-07,0.0,19.5
2018-05-08,0.2,17.9
2018-05-09,0.0,18.4
2018-05-10,8.0,12.8
2018-05-11,18.6,15.1
2018-05-12,8.4,16.9
2018-05-13,4.0,16.2
2018-05-14,0.0,15.9
2018-05-15,0.0,14.6
2018-05-16,2.0,14.3
2018-05-17,0.0,15.0
2018-05-18,0.2,17.7
2018-05-19,2.6,15.5
2018-05-20,0.0,16.2
2018-05-21,2.4,16.7
2018-05-22,0.0,17.0
2018-05-23,4.6,15.3
2018-05-24,0.0,16.1
2018-05-25,0.0,14.9
2018-05-26,0.0,20.5
2018-05-27,0.0,20.7
2018-05-28,0.0,20.5
2018-05-29,0.8,17.9
2018-05-30,0.0,15.1
2018-05-31,5.0,14.8
2018-06-01,0.0,13.3
2018-06-02,0.2,13.6
2018-06-03,0.0,13.8
2018-06-04,0.0,14.4
2018-06-05,1.6,15.0
2018-06-06,0.4,19.1
2018-06-07,0.2,17.8
2018-06-08,0.6,13.6
2018-06-09,3.0,15.6
2018-06-10,0.0,15.3
2018-06-11,0.2,17.6
2018-06-12,0.4,16.6
2018-06-13,0.0,14.1
2018-06-14,5.6,14.5
2018-06-15,4.6,14.0
2018-06-16,2.2,13.1
2018-06-17,15.6,13.1
2018-06-18,7.2,12.0
2018-06-19,0.4,14.5
2018-06-20,0.2,15.3
2018-06-21,0.0,15.1
2018-06-22,0.0,15.0
2018-06-23,0.0,12.8
2018-06-24,0.0,13.1
2018-06-25,0.0,12.6
2018-06-26,0.0,14.1
2018-06-27,0.2,11.2
2018-06-28,0.0,10.6
2018-06-29,0.2,12.5
2018-06-30,0.4,14.2
2018-07-01,0.4,14.7
2018-07-02,0.0,14.6
2018-07-03,0.0,14.3
2018-07-04,0.0,17.1
2018-07-05,0.4,18.7
2018-07-06,0.0,15.2
